Name	Name_id	Type	Review	N_review	Phone
Ready Penny Inn	ready-penny-inn-jackson-heights	divebars	4.0	30	+17188997208
White Castle	white-castle-jackson-hts	hotdogs	3.0	26	+17188998376
Sompong Thai	sompong-thai-jackson-heights	thai	4.0	38	+17188998424
Dunkin' Donuts	dunkin-donuts-jackson-heights-2	donuts	4.0	8	+17188998484
Original Mama's Empanadas	original-mamas-empanadas-elmhurst	empanadas	4.0	88	+17188998529
Patacon Pisao	patacon-pisao-elmhurst-3	venezuelan	4.0	250	+17188998922
Legends Bar & Grill	legends-bar-and-grill-jackson-heights	bars	4.0	87	+17188999553
SriPraPhai Thai Restaurant	sripraphai-thai-restaurant-woodside	thai	4.0	1904	+17188999599
Melas Cafe	melas-cafe-bronx	cafes	3.5	7	+17189012181
Miguelina Cuchifrito	miguelina-cuchifrito-bronx	spanish	4.5	2	+17189012692
La Moneda Restaurant	la-moneda-restaurant-bronx	restaurants	0.0	0	+17189012787
Home Garden	home-garden-bronx	gardening	0.0	0	+17189013688
Hop Wong Restaurant	hop-wong-restaurant-bronx	restaurants	0.0	0	+17189014350
McDonald's	mcdonalds-bronx-14	burgers	1.5	8	+17189014930
Chinese Kitchen	chinese-kitchen-bronx	chinese	0.0	0	+17189015625
Don Villa Bakery	don-villa-bakery-bronx	bakeries	0.0	0	+17189018425
Neerob	neerob-bronx	indpak	4.0	112	+17189047061
Eastchester Cafe	eastchester-cafe-bronx	restaurants	0.0	0	+17189047570
El Nuevo Pollo Sabroso	el-nuevo-pollo-sabroso-new-york	dominican	3.0	9	+17189048989
Fushia Restaurant	fushia-restaurant-long-island-city	asianfusion	3.5	35	+17189061906
Whole Foods Market	whole-foods-market-brooklyn-2	gourmet	4.0	273	+17189073622
Umami Burger -  Williamsburg	umami-burger-williamsburg-brooklyn	burgers	3.5	218	+17189075680
Mendy's Deli	mendys-deli-brooklyn	kosher	2.5	20	+17189078877
Cafe de Cupping	cafe-de-cupping-flushing	coffee	4.0	248	+17189090777
Grindhaus	grindhaus-new-york-2	newamerican	4.0	53	+17189092881
Patricia's of Tremont	patricias-of-tremont-bronx	pizza	3.5	144	+17189181800
New One Chinese Restaurant	new-one-chinese-restaurant-bronx	chinese	4.0	1	+17189182880
Joe's Place	joes-place-bronx	spanish	3.0	36	+17189182947
Towers Cafe	towers-cafe-new-york-2	newamerican	2.0	2	+17189185120
Jin Guang House	jin-guang-house-brooklyn	chinese	3.0	5	+17189190095
Marthita's Coffee Shop	marthitas-coffee-shop-brooklyn	coffee	0.0	0	+17189190343
Kalina Restaurant	kalina-restaurant-brooklyn	latin	4.0	15	+17189191111
Win Xin Kitchen	win-xin-kitchen-brooklyn	cantonese	2.5	8	+17189191571
Crown Fried Chicken	crown-fried-chicken-brooklyn-48	hotdogs	3.0	4	+17189191700
Tasty Chicken	tasty-chicken-brooklyn-2	halal	3.5	8	+17189191772
Little Caesars	little-caesars-brooklyn	pizza	2.5	6	+17189191911
Chen Yuan Chinese Food	chen-yuan-chinese-food-bushwick	chinese	5.0	1	+17189192542
Popeye's Chicken & Biscuits	popeyes-chicken-and-biscuits-brooklyn-7	hotdogs	4.0	30	+17189193451
Beijing House	beijing-house-brooklyn	chinese	3.0	25	+17189193888
Empire Restaurant	empire-restaurant-brooklyn-2	tex-mex	2.0	13	+17189194762
Liu Garden	liu-garden-brooklyn-2	thai	3.0	16	+17189196067
China King	china-king-brooklyn-6	chinese	0.0	0	+17189196611
King Food Restaurant	king-food-restaurant-brooklyn	restaurants	0.0	0	+17189197176
McDonald's	mcdonalds-brooklyn-2	burgers	2.0	9	+17189197660
Zefe's	zefes-brooklyn	mexican	3.0	38	+17189198561
King's Kitchen	kings-kitchen-brooklyn-4	chinese	5.0	3	+17189198919
New Jin Shing	new-jin-shing-brooklyn	chinese	4.0	22	+17189199559
Egg Roll	egg-roll-brooklyn	szechuan	3.0	1	+17189199888
Kitty Kiernans	kitty-kiernans-brooklyn	pubs	3.0	14	+17189210217
Bay Ridge Diner	bay-ridge-diner-brooklyn	tradamerican	3.5	69	+17189210266
Indigo Murphy's	indigo-murphys-brooklyn	sportsbars	4.0	7	+17189211013
Beit Jeddo Hookah Lounge	beit-jeddo-hookah-lounge-brooklyn-2	mideastern	4.5	11	+17189211120
Koong Wing Restaurant	koong-wing-restaurant-new-york	chinese	3.5	9	+17189211341
Casa Calamari	casa-calamari-brooklyn-3	italian	3.5	131	+17189211900
Taqueria El Puente	taqueria-el-puente-brooklyn	mexican	4.5	78	+17189212580
Coszcal De Allende	coszcal-de-allende-brooklyn	mexican	4.0	65	+17189213523
Tuscany Grill	tuscany-grill-brooklyn	italian	3.5	67	+17189215633
Catch 22	catch-22-bay-ridge	cocktailbars	3.5	16	+17189215869
Off Shore Restaurant	off-shore-restaurant-brooklyn	breakfast_brunch	3.5	13	+17189215900
Win Hing	win-hing-brooklyn	chinese	3.0	16	+17189215926
All Happy Chinese Restaurant	all-happy-chinese-restaurant-brooklyn	chinese	0.0	0	+17189217171
Mai Yan	mai-yan-brooklyn		0.0	0	+17189217193
Papa John's Pizza	papa-johns-pizza-brooklyn-108	pizza	2.5	15	+17189217272
Grotto Italian Table	grotto-italian-table-brooklyn-2	italian	4.0	70	+17189219100
Five Guys Burgers and Fries	five-guys-burgers-and-fries-brooklyn-2	burgers	3.5	89	+17189219380
Fu Lai Kitchen	fu-lai-kitchen-brooklyn	chinese	4.0	6	+17189219492
Sal & Paul's Pizzeria	sal-and-pauls-pizzeria-brooklyn	pizza	4.0	24	+17189220550
Shun Fat Restaurant	shun-fat-restaurant-brooklyn	restaurants	3.0	1	+17189222286
Mannas Restaurant	mannas-restaurant-brooklyn	newamerican	3.5	12	+17189222744
New Happy Garden Rest	new-happy-garden-rest-brooklyn	restaurants	0.0	0	+17189222885
New Hop Shing Kitchen	new-hop-shing-kitchen-brooklyn	restaurants	0.0	0	+17189225086
McDonald's	mcdonalds-brooklyn-44	burgers	1.0	2	+17189226085
Pizza Hut	pizza-hut-brooklyn-16	pizza	1.0	4	+17189226532
Golden Krust	golden-krust-brooklyn-8	bakeries	2.5	4	+17189227520
Wallabout Seafood	wallabout-seafood-brooklyn-2	seafood	4.5	106	+17189230100
Buffalo Boss	buffalo-boss-brooklyn-2	chicken_wings	2.0	74	+17189230800
Bar Tabac	bar-tabac-brooklyn	french	3.5	487	+17189230918
Ani Sushi Ramen restaurant & bar	ani-sushi-ramen-restaurant-and-bar-brooklyn	sushi	3.5	164	+17189231800
Pal Supermarket	pal-supermarket-brooklyn-2	grocery	0.0	0	+17189239074
Pok Pok NY	pok-pok-ny-brooklyn-3	thai	3.5	392	+17189239322
Body by Brooklyn	body-by-brooklyn-brooklyn	spas	3.0	170	+17189239400
Papa John's Pizza	papa-johns-pizza-jamaica	pizza	1.0	7	+17189252020
S & A West Indian Restaurant	s-and-a-west-indian-restaurant-ozone-park-2	indpak	4.5	36	+17189252224
Flushing Buffet	flushing-buffet-flushing	buffets	2.5	20	+17189255331
Pearl Restaurant	pearl-restaurant-south-richmond-hill	caribbean	4.5	4	+17189258899
Metro Shop	metro-shop-brooklyn		0.0	0	+17189270893
American Hero Restaurant	american-hero-restaurant-brooklyn	newamerican	4.0	4	+17189272636
Yummy Yummy Chinese Restaurant	yummy-yummy-chinese-restaurant-brooklyn-2	chinese	4.0	5	+17189272900
New Shun Hing Chinese Restaurnt	new-shun-hing-chinese-restaurnt-brooklyn	chinese	5.0	1	+17189277570
Los Amigos Coffee Shop	los-amigos-coffee-shop-brooklyn	delis	4.5	2	+17189279302
Shake Shack	shake-shack-forest-hills	burgers	4.0	77	+17189283234
Seeds of Love	seeds-of-love-carroll-gardens-2	coffee	5.0	34	+17189284002
Lea	lea-brooklyn	italian	3.5	214	+17189287100
Fishnet 2	fishnet-2-brooklyn	fishnchips	1.0	2	+17189287468
Akaru	akaru-brooklyn	sushi	4.0	124	+17189287688
Frutti Yummi	frutti-yummi-bushwick	icecream	4.5	7	+17189287701
Indian Curry Heights	indian-curry-heights-brooklyn	indpak	4.0	22	+17189287707
VSPOT	vspot-brooklyn	vegetarian	3.5	480	+17189288778
Hombres Lounge	hombres-lounge-jackson-heights	gaybars	4.0	23	+17189300886
Olive Garden Italian Restaurant	olive-garden-italian-restaurant-bronx-2	italian	2.0	73	+17189311045
Au Bon Pain	au-bon-pain-bronx	bakeries	3.0	5	+17189311458
King Wok	king-wok-bronx	chinese	2.5	2	+17189311900
Joe's Pizza	joes-pizza-bronx-3	pizza	4.0	23	+17189313145
P J Brady Tavern	p-j-brady-tavern-bronx	tradamerican	3.5	20	+17189313250
The China Wok	the-china-wok-bronx	chinese	2.0	10	+17189313333
Mr-Pizza	mr-pizza-bronx	pizza	4.0	13	+17189313822
Loretta's Pizza	lorettas-pizza-bronx	pizza	4.5	44	+17189315511
McDonald's	mcdonalds-bronx-51	hotdogs	3.0	5	+17189315822
Marina del Rey Caterers	marina-del-rey-caterers-throgs-neck	venues	4.5	42	+17189316500
Xing & Hui Linda's Kitchen	xing-and-hui-lindas-kitchen-bronx	chinese	0.0	0	+17189316700
Burger King	burger-king-bronx-4	hotdogs	1.5	7	+17189316773
Crown Fried Chicken	crown-fried-chicken-bronx-8	hotdogs	5.0	4	+17189317875
Morris Park Pizzeria	morris-park-pizzeria-bronx	pizza	3.5	7	+17189319191
John's Diner	johns-diner-bronx	coffee	3.5	16	+17189319402
Yummy Taco	yummy-taco-astoria-5	mexican	3.0	60	+17189320002
La Rioja	la-rioja-astoria	tapas	4.0	130	+17189320101
Sum Fung	sum-fung-woodside	chinese	3.5	10	+17189320411
Casa Galicia	casa-galicia-astoria-2	spanish	3.0	22	+17189321114
Bagelberry	bagelberry-astoria	bagels	3.0	94	+17189321425
Elias Corner	elias-corner-astoria	mediterranean	3.5	141	+17189321510
Estacion Grill & Bar	estacion-grill-and-bar-queens	latin	3.0	6	+17189321743
Michael Angelo's Pizza	michael-angelos-pizza-astoria	pizza	4.0	149	+17189322096
Aliada Restaurant	aliada-restaurant-astoria	greek	4.0	235	+17189322240
Pollos A La Brasa Mario	pollos-a-la-brasa-mario-astoria	chickenshop	4.0	169	+17189322424
Dionysos Restaurant	dionysos-restaurant-astoria	greek	4.0	10	+17189323231
Winegasm	winegasm-astoria	wine_bars	3.5	332	+17189323331
El Olivo	el-olivo-astoria	spanish	4.0	63	+17189324040
Lefkos Pirgos Cafe	lefkos-pirgos-cafe-astoria-3	greek	2.5	169	+17189324423
Father & Sons Deli	father-and-sons-deli-astoria	delis	4.0	18	+17189325900
Alba's Pizza & Restaurant	albas-pizza-and-restaurant-astoria	pizza	4.0	174	+17189325924
Truva Cafe and Grill	truva-cafe-and-grill-astoria	mediterranean	4.0	158	+17189326400
Luna's	lunas-astoria	mexican	4.0	10	+17189326631
BZ Grill	bz-grill-astoria	greek	4.0	474	+17189327858
Tut's Hub Royal Cuisine	tuts-hub-royal-cuisine-astoria	halal	4.5	133	+17189328000
Brooklyn Bagel & Coffee Company	brooklyn-bagel-and-coffee-company-astoria-2	coffee	4.5	308	+17189328280
Pita House	pita-house-astoria	mideastern	4.0	235	+17189328282
Stamatis Restaurant	stamatis-restaurant-astoria	greek	4.0	278	+17189328596
3E Taste Of Thai	3e-taste-of-thai-astoria	thai	4.0	207	+17189328826
Chubby Burgers & Chicken	chubby-burgers-and-chicken-new-york-2	hotdogs	3.5	15	+17189328855
Sanfords Restaurant	sanfords-restaurant-astoria-210	breakfast_brunch	4.0	253	+17189329569
Panda Express	panda-express-bronx-2	chinese	2.0	5	+17189330088
Hing Wang Restaurant	hing-wang-restaurant-bronx-2	restaurants	0.0	0	+17189330504
Ann & Tony's Restaurant	ann-and-tonys-restaurant-bronx	italian	3.0	65	+17189331469
McDonald's	mcdonalds-bronx-6	hotdogs	1.5	7	+17189332183
Corky's Restaurant	corkys-restaurant-bronx	diners	3.5	11	+17189332484
Wai Kang Restaurant	wai-kang-restaurant-new-york	chinese	2.0	5	+17189332797
La Estrella Restaurant	la-estrella-restaurant-bronx	latin	4.0	15	+17189332815
Jerome Pizza	jerome-pizza-bronx	pizza	4.0	32	+17189333455
Happy Garden	happy-garden-bronx-6	newamerican	0.0	0	+17189333819
McDonald's	mcdonalds-bronx-21	burgers	1.0	5	+17189334279
Luck Sang Restaurant	luck-sang-restaurant-bronx	chinese	3.5	2	+17189334420
Golden Wheel Chinese Restaurant	golden-wheel-chinese-restaurant-bronx	chinese	0.0	0	+17189336533
Gyro King	gyro-king-bronx	pizza	4.0	23	+17189336664
Best Italian Pizza	best-italian-pizza-bronx-2	pizza	0.0	0	+17189336780
Dragon Sea Restaurant	dragon-sea-restaurant-bronx	chinese	4.0	2	+17189338228
Number One Restaurant	number-one-restaurant-bronx-2	cantonese	3.0	2	+17189338765
Fordham Fried Seafood And Chicken	fordham-fried-seafood-and-chicken-bronx	hotdogs	4.5	15	+17189339854
Cafe Tabu	cafe-tabu-brooklyn	hookah_bars	3.5	50	+17189340177
My House Burgers & Shakes	my-house-burgers-and-shakes-brooklyn	burgers	4.0	192	+17189340400
Aziza 7	aziza-7-brooklyn	russian	4.0	31	+17189340717
Yooberry Frozen Yogurt	yooberry-frozen-yogurt-brooklyn	icecream	4.5	22	+17189342020
Starbucks	starbucks-brooklyn-7	coffee	3.0	60	+17189343211
Seaport Buffet	seaport-buffet-brooklyn	buffets	3.0	115	+17189343388
Shinjuku	shinjuku-brooklyn	japanese	4.5	3	+17189344273
Anyway Cafe	anyway-cafe-brooklyn	lounges	4.0	76	+17189345988
Boardwalk Billiards	boardwalk-billiards-brooklyn	poolhalls	3.5	13	+17189347777
Trio Pizzeria	trio-pizzeria-brooklyn	pizza	3.0	24	+17189348137
Carvel	carvel-brooklyn-6	icecream	4.0	40	+17189348173
Carvel Ice Cream Bakery	carvel-ice-cream-bakery-brooklyn	icecream	3.5	3	+17189348200
Perry's Restaurant	perrys-restaurant-brooklyn	seafood	3.5	58	+17189349800
Connecticut Muffin	connecticut-muffin-brooklyn	newamerican	3.0	48	+17189350087
Black Forest Brooklyn	black-forest-brooklyn-brooklyn	german	3.5	247	+17189350300
Ki Sushi	ki-sushi-brooklyn	sushi	4.0	575	+17189350575
El Cofre	el-cofre-brooklyn-2	latin	3.5	41	+17189351153
French Louie	french-louie-boerum-hill	french	4.0	187	+17189351200
Red Star Sandwich Shop	red-star-sandwich-shop-brooklyn	sandwiches	4.0	136	+17189351999
Cheng's Chinese Take Out Kitchen	chengs-chinese-take-out-kitchen-brooklyn	chinese	2.0	2	+17189359110
Court Order	court-order-brooklyn	sandwiches	3.0	45	+17189359300
Bar Bolinas	bar-bolinas-clinton-hill	newamerican	4.5	52	+17189359333
Dorian Cafe	dorian-cafe-long-island-city	cafes	3.0	136	+17189371120
Manducatis Rustica	manducatis-rustica-long-island-city	italian	3.5	132	+17189371312
Brooks 1890 Restaurant	brooks-1890-restaurant-long-island-city-2	tradamerican	2.5	47	+17189371890
Pete's Grill	petes-grill-sunnyside	breakfast_brunch	3.5	266	+17189372220
Bareburger	bareburger-long-island-city	burgers	4.0	133	+17189372273
Wunderbar German Grill & Bierhaus	wunderbar-german-grill-and-bierhaus-long-island-city	german	4.0	41	+17189372337
Tutti Matti	tutti-matti-long-island-city-3	pizza	4.0	60	+17189372900
Ariyoshi	ariyoshi-sunnyside	japanese	3.5	214	+17189373288
Dolci Paradise	dolci-paradise-woodside	bakeries	4.5	2	+17189373410
Arepas Cafe	arepas-cafe-astoria	venezuelan	4.0	680	+17189373835
Petey's Burger	peteys-burger-long-island-city	burgers	3.5	165	+17189374040
New York Style Eats	new-york-style-eats-sunnyside-2	diners	3.0	143	+17189374121
Tantra Lounge	tantra-lounge-astoria	lounges	3.0	61	+17189374574
Panera Bread	panera-bread-long-island-city	sandwiches	3.5	144	+17189374740
Hunan 3 Chinese Restaurant	hunan-3-chinese-restaurant-astoria	chinese	3.5	18	+17189374958
Sun Wah Restaurant	sun-wah-restaurant-astoria	chinese	3.5	29	+17189375212
sLICe	slice-long-island-city	italian	3.5	165	+17189375423
All American II Coffee Shop & Deli	all-american-ii-coffee-shop-and-deli-long-island-city	delis	4.5	10	+17189376161
RCano Events	rcano-events-new-york	eventplanning	0.0	0	+17189376622
Riviera Gentleman's Club	riviera-gentlemans-club-long-island-city	adultentertainment	2.5	30	+17189376664
Parador Caleno	parador-caleno-woodside	latin	4.5	5	+17189376700
Show Palace	show-palace-long-island-city	adultentertainment	2.5	30	+17189376969
New Halal Kitchen	new-halal-kitchen-long-island-city	halal	3.0	1	+17189377106
Rudy Deli Restaurant Corp	rudy-deli-restaurant-corp-maspeth	delis	5.0	1	+17189377168
Zio Luigi	zio-luigi-sunnyside	italian	4.5	57	+17189377373
Claret Wine Bar	claret-wine-bar-sunnyside	wine_bars	3.5	188	+17189377411
Alewife NYC	alewife-nyc-long-island-city-2	cocktailbars	3.5	343	+17189377494
Griddle Cafe Deli	griddle-cafe-deli-long-island-city	newamerican	3.0	8	+17189377947
Cannelle LIC	cannelle-lic-long-island-city-3	bakeries	4.0	126	+17189378500
Piggy's New Taste	piggys-new-taste-brooklyn	cantonese	4.5	4	+17189383937
Ling Long Xuan Restaurant	ling-long-xuan-restaurant-flushing	chinese	3.0	1	+17189390008
Jeunju Restaurant	jeunju-restaurant-flushing-4	korean	4.5	10	+17189390434
Lotus Pad	lotus-pad-flushing-2	chinese	4.0	39	+17189390925
Bodai Vegetarian	bodai-vegetarian-flushing	vegetarian	4.0	162	+17189391188
Chang Bai Restaurant	chang-bai-restaurant-flushing	korean	3.5	2	+17189391239
Kalamaki GR	kalamaki-gr-flushing-2	mediterranean	4.0	96	+17189391616
Yeh's Bakery	yehs-bakery-flushing-2	bakeries	4.5	240	+17189391688
McDonald's	mcdonalds-flushing-11	hotdogs	1.5	27	+17189391881
Seven Billiards Corporation	seven-billiards-corporation-flushing	localservices	0.0	0	+17189391970
Gui Lin Mi Fen	gui-lin-mi-fen-flushing	chinese	4.5	37	+17189392025
Pizza Town & Family Restaurant	pizza-town-and-family-restaurant-queens	pizza	2.5	11	+17189392187
Chang's Family Restaurant	changs-family-restaurant-flushing	korean	4.5	13	+17189392255
Millennium Dae Dong	millennium-dae-dong-flushing	catering	3.5	47	+17189392555
Sunway Cafe Restaurant	sunway-cafe-restaurant-flushing	dimsum	3.0	364	+17189393330
Mister Hotpot	mister-hotpot-flushing-3	hotpot	4.0	163	+17189393334
Iki Modern Japanese Cuisine	iki-modern-japanese-cuisine-flushing	japanese	4.0	137	+17189393388
Fried Dumpling Jie Jie Sheng	fried-dumpling-jie-jie-sheng-flushing	chinese	3.5	33	+17189393489
SpringFish Village	springfish-village-flushing-2	szechuan	3.0	11	+17189393633
Sal's Pizza and Italian Kitchen	sals-pizza-and-italian-kitchen-college-point	pizza	4.0	82	+17189393900
Rong Restaurant	rong-restaurant-flushing	shanghainese	3.5	59	+17189393996
Gino's of Kissena	ginos-of-kissena-flushing-2	pizza	3.5	93	+17189394474
Kissena Velodrome	kissena-velodrome-new-york	parks	3.5	8	+17189394594
Gu Shine Taiwanese Restaurant	gu-shine-taiwanese-restaurant-flushing-2	chinese	3.5	265	+17189395468
Phobang Restaurant	phobang-restaurant-flushing	vietnamese	3.5	382	+17189395520
Bonjuk	bonjuk-flushing	korean	4.0	89	+17189395868
Spa Castle	spa-castle-college-point	spas	3.0	1284	+17189396300
SkyFOODS	skyfoods-flushing	grocery	3.5	74	+17189396688
Dial K3G.Com	dial-k3g-com-fresh-meadows		0.0	0	+17189396800
Palazzo Grill And Bar	palazzo-grill-and-bar-flushing	newamerican	3.5	7	+17189397252
Main St Bagels & Rolls	main-st-bagels-and-rolls-flushing	bagels	3.5	13	+17189397618
Little Pepper	little-pepper-college-point	szechuan	4.0	202	+17189397788
KyoChon	kyochon-flushing	korean	3.5	227	+17189399292
Jongro BBQ	jongro-bbq-flushing	korean	3.5	119	+17189399330
Faye and King	faye-and-king-brooklyn	newamerican	3.5	17	+17189401129
Soul Restoration Assembly of Churches	soul-restoration-assembly-of-churches-brooklyn	churches	0.0	0	+17189402000
Pats Palm Tree & Seafood Rest	pats-palm-tree-and-seafood-rest-brooklyn		0.0	0	+17189402019
Culpeppers	culpeppers-brooklyn	caribbean	3.5	46	+17189404122
Papa John's Pizza	papa-johns-pizza-brooklyn-111	pizza	2.0	12	+17189407272
Purple Yam	purple-yam-brooklyn	filipino	3.5	300	+17189408188
New Hong Kong House	new-hong-kong-house-brooklyn	chinese	3.5	12	+17189408371
Moondos Grill	moondos-grill-brooklyn	mexican	3.0	38	+17189410185
Immaculee Bakery	immaculee-bakery-brooklyn	bakeries	4.0	20	+17189412644
Cafe Tibet	cafe-tibet-brooklyn	cafes	4.0	233	+17189412725
Cafe Madeline	cafe-madeline-brooklyn	coffee	4.0	289	+17189414020
Charl-Ena Chateau	charl-ena-chateau-brooklyn	newamerican	5.0	1	+17189414777
Mike's Pizza	mikes-pizza-brooklyn	italian	3.5	48	+17189416224
Taste of China Chinese Kitchen	taste-of-china-chinese-kitchen-brooklyn	chinese	4.0	1	+17189416965
The Buzz Nightclub	the-buzz-nightclub-brooklyn-2	danceclubs	3.0	5	+17189417220
Kennedy's Fried Chicken	kennedys-fried-chicken-brooklyn	chicken_wings	0.0	0	+17189419324
Dallas BBQ	dallas-bbq-brooklyn-3	bbq	2.5	133	+17189423000
Bordeaux	bordeaux-midwood	steak	4.5	37	+17189424040
Cafe At Your Mother-in-Law	cafe-at-your-mother-in-law-brooklyn-3	korean	4.0	91	+17189424088
Peaches	peaches-brooklyn	southern	3.5	664	+17189424162
Tom's Coney Island	toms-coney-island-brooklyn	tradamerican	3.0	135	+17189424200
James	james-brooklyn-2	newamerican	4.0	343	+17189424255
Cent'Anni	centanni-brooklyn	italian	4.0	245	+17189425201
Mekong Vietnamese Restaurant	mekong-vietnamese-restaurant-brooklyn	vietnamese	3.5	75	+17189425468
La Grata	la-grata-new-york	italian	4.5	13	+17189425575
Lettuce Eat	lettuce-eat-bronx	salad	4.0	20	+17189425757
Georgia Kiziki	georgia-kiziki-brookly	juicebars	4.0	5	+17189425886
CallaPizza	callapizza-red-hook-3	pizza	5.0	5	+17189429888
Applebee's	applebees-staten-island-5	tradamerican	2.5	27	+17189431200
Good Food Deli	good-food-deli-jackson-heights	delis	0.0	0	+17189431484
Knapp Street Bagel Cafe	knapp-street-bagel-cafe-brooklyn	bagels	3.0	30	+17189431525
Dream Pizza	dream-pizza-corona	pizza	3.5	4	+17189431599
Five Guys Burgers and Fries	five-guys-burgers-and-fries-queens-8	hotdogs	3.5	133	+17189433483
Blackbird's Bar & Restaurant	blackbirds-bar-and-restaurant-astoria-2	pubs	4.0	175	+17189436899
Applebee's	applebees-long-island-city	tradamerican	2.5	137	+17189437404
Applebee's	applebees-brooklyn-5	tradamerican	2.0	83	+17189438000
Buffalo Wild Wings	buffalo-wild-wings-brooklyn	tradamerican	3.0	428	+17189439453
